"LOCATION","Country","VAR","Variable","EDI","Edition","Frequency","Time","Unit","Value"
"ZAF","South Africa",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2018","National currency",-7.2744e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2018","National currency",-2.4596e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2018","National currency",-5.8488e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2018","National currency",-1.7133e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2019","National currency",-5.7064e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2019","National currency",-2.9186e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2015","National currency",8.5171e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2015","National currency",4.6954e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2015","National currency",7.7232e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2015","National currency",6.8446e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2016","National currency",8.4542e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2016","National currency",9.2231e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2016","National currency",8.949e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2016","National currency",8.3563e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2017","National currency",8.7969e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2017","National currency",4.2556e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2017","National currency",1.15377e+11
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2017","National currency",1.03612e+11
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2018","National currency",1.02397e+11
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2018","National currency",9.229e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q3-2018","National currency",7.8942e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q4-2018","National currency",8.552e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q1-2019","National currency",9.5194e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",201912,"December 2019","Quarterly","Q2-2019","National currency",5.7082e+10
"AUS","Australia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q1-2015","National currency",-1.2641e+10
"AUS","Australia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q2-2015","National currency",-2.0667e+10
"AUS","Australia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q3-2015","National currency",-2.0215e+10
"AUS","Australia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q4-2015","National currency",-2.2273e+10
"AUS","Australia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q1-2016","National currency",-1.7092e+10
"AUS","Australia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q2-2016","National currency",-1.789e+10
"AUS","Australia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q3-2016","National currency",-1.4269e+10
"AUS","Australia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q4-2016","National currency",-6.462e+09
"AUS","Australia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q1-2017","National currency",-6.677e+09
"AUS","Australia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q2-2017","National currency",-1.0848e+10
"AUS","Australia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q3-2017","National currency",-1.2883e+10
"AUS","Australia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q4-2017","National currency",-1.5882e+10
"AUS","Australia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q1-2018","National currency",-9.994e+09
"AUS","Australia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q2-2018","National currency",-1.2326e+10
"AUS","Australia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q3-2018","National currency",-1.0188e+10
"AUS","Australia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q4-2018","National currency",-6.453e+09
"AUS","Australia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q1-2019","National currency",-1.749e+09
"AUS","Australia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q2-2019","National currency",4.669e+09
"AUS","Australia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q3-2019","National currency",7.855e+09
"AUT","Austria",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q1-2015","National currency",1929153776
"AUT","Austria",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q2-2015","National currency",1726590631
"AUT","Austria",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q3-2015","National currency",1224267137
"AUT","Austria",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q4-2015","National currency",1059988456
"AUT","Austria",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q1-2016","National currency",3311559385
"AUT","Austria",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q2-2016","National currency",2669292526
"AUT","Austria",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q3-2016","National currency",2742690008
"AUT","Austria",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q4-2016","National currency",1017458081
"AUT","Austria",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q1-2017","National currency",322146595
"AUT","Austria",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q2-2017","National currency",1168134920
"AUT","Austria",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q3-2017","National currency",1414556396
"AUT","Austria",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q4-2017","National currency",2841162089
"AUT","Austria",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q1-2018","National currency",2810765810
"AUT","Austria",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q2-2018","National currency",2226469961
"AUT","Austria",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q3-2018","National currency",2808578374
"AUT","Austria",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q4-2018","National currency",1138185855
"AUT","Austria",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q1-2019","National currency",1835934342
"AUT","Austria",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q2-2019","National currency",1965068752
"BEL","Belgium",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q1-2015","National currency",-2.42e+09
"BEL","Belgium",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q2-2015","National currency",3e+06
"BEL","Belgium",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q3-2015","National currency",-1.596e+09
"BEL","Belgium",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q4-2015","National currency",-1.86e+08
